title,company,location,summary,salary,salary_class
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,109292.72,0
Data Analyst,oOh!,North Sydney NSW,Proactively solve business problems with data and show strong competency in clear data visualisation and reporting And when we do that well we celebrate it ,109292.72,0
Data Analyst,Experis,Sydney Central Business District NSW,Extensive hands on data analysis experience including a thorough appreciation of how data flows through systems relationships between data and data ,109292.72,0
Data Analyst,Servian,Sydney NSW,Sound understanding of data structures data modeling and data optimisation techniques Implement solutions for the establishment of data analysis capabilities ,109292.72,0
Data Analyst,John Holland,Sydney NSW,We are seeking an IT Systems Analyst to work a part of a small team who will be integral to the design and development of a new data reporting and data ,109292.72,0
Data Analyst,Finite IT,Sydney NSW,Locate and define new process improvement opportunities in the sourcing management and maintenance of enterprise data ,170000.0,1
Data Analyst,Leidos,Melbourne VIC,Investigating data structures preparing and blending data We are seeking a talented Data Analyst who loves everything data and who is passionate about ,109292.72,0
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,Application of technical skills to real world big data sets with the ability to automate routine data processing activities In this role you will ,109292.72,0
System Analyst / Project Manager,SalesPond Pty Ltd,Australia,Knowledge of data modelling and data visualisation tools Experience in project management and system analyst for more than 4 years ,80000.0,0
"Bloomberg Intelligence- Equity Research Analyst- Banking/Financials Sector, Oceania",Bloomberg,Australia,Work with Global Data teams to ensure data completeness and quality control for existing and new data sets of target companies What s in it for you ,109292.72,0
Head of Data Product,News Corp Australia,Australia,Developed for both internal and external customers News Connect is pivotal in driving the evolution of News Corp s data monetisation capabilities and ,109292.72,0
Revenue Strategy Insights Analyst,PepsiCo - ANZ,Australia,Experience using data analytics to drive results based solutions Create models and automate data collection to inform plans and update strategy ,109292.72,0
Senior Business Analyst - Manufacturing & Supply Chain,Robert Half,Australia,Good understanding of data flows data migration Client based in the Western Suburbs is currently looking for a strong Senior Business Analyst for a business ,109292.72,0
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,A role as an Entry Level Intelligence Analyst known in the Navy as Cryptologic Linguist is exciting challenging and immensely rewarding ,89999.0,0
Senior Data Analyst,Health System Support Group,Sydney NSW,Prepare high quality data visualisations and other data products when requested Liaison with data providers data users subject matter experts and other ,129658.0,1
Junior Insights Analyst,Oneflare,Sydney NSW,Contribute to the product roadmap through data based recommendations Data evangelist within squads for best data and analytics practices ,109292.72,0
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,109292.72,0
Data Analyst,oOh!,North Sydney NSW,Proactively solve business problems with data and show strong competency in clear data visualisation and reporting And when we do that well we celebrate it ,109292.72,0
Data Analyst,Experis,Sydney Central Business District NSW,Extensive hands on data analysis experience including a thorough appreciation of how data flows through systems relationships between data and data ,109292.72,0
Data Analyst,Servian,Sydney NSW,Sound understanding of data structures data modeling and data optimisation techniques Implement solutions for the establishment of data analysis capabilities ,109292.72,0
Data Analyst,John Holland,Sydney NSW,We are seeking an IT Systems Analyst to work a part of a small team who will be integral to the design and development of a new data reporting and data ,109292.72,0
Data Analyst,Finite IT,Sydney NSW,Locate and define new process improvement opportunities in the sourcing management and maintenance of enterprise data ,170000.0,1
Data Analyst,Leidos,Melbourne VIC,Investigating data structures preparing and blending data We are seeking a talented Data Analyst who loves everything data and who is passionate about ,109292.72,0
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,Application of technical skills to real world big data sets with the ability to automate routine data processing activities In this role you will ,109292.72,0
Business Analyst,Robert Half,Australia,Impressive experience working on projects with complex integration and multiple systems data Your business know how means you are easily able to perform due ,109292.72,0
Financial Analyst,Robert Half,Australia,Our client is looking for a financial analyst to join their business for a 6 month contract A numbers person at heart you have tremendous enthusiasm for data ,109292.72,0
Migration Analyst,Programmed,Australia,Assist in the resolution of data quality issues and discrepancies in data between legacy systems and source agreements Must have experience using Loan IQ ,109292.72,0
Performance Director,Easy Payroll Global,Australia,Our Client Noble Five are a unique team of advertising specialists solution architects data analysts web engineers and strategic marketers ,120000.0,1
Business Analyst,Chandler Macleod,Australia,Highly developed skills in data analysis and report development including experience in using data visualisation tools such as Power BI Tableau or SAS VA ,109292.72,0
Senior Data and Reporting Analyst,News Corp Australia,Sydney NSW,Provide data analytical thought leadership Interpret and communicate results from data analysis as recommendations to internal customers of varying levels of ,109292.72,0
Data Technical Business Analyst,Infosys Limited,Melbourne VIC,Experience in data mapping and data definition Business analysis experience in the data domain with other enterprise complex transformation and data migration ,109292.72,0
Senior Data Migration Analyst,Lion Pty Ltd,Sydney Olympic Park NSW,We are looking for someone with strong experience as a data migration specialist and working knowledge of big data cloud computing and machine learning along ,109292.72,0
"Analyst, Infrastructure Private Equity",Jon Michel Executive Search,Sydney NSW,The team focuses on executing and managing investments in areas where TMT Infrastructure overlap including telecommunication data centres fibre and other ,109292.72,0
Integration Consultant,Ascention,Sydney NSW,Provide subject matter expertise on data architecture and data integration implementations Define integration requirements for data matching and merging rules ,109292.72,0
Engineering Technical Analyst,5B Australia,Alexandria NSW,Market research to collect competitive data to assist experienced sales team with development of sales strategy Familiar with AUTOCAD and PVSyst software ,135000.0,1
Reporting analyst,Macquarie Group Limited,Sydney NSW,Highly proficient in data preparation and integration You will play a key role in connecting to a variety of data sources and creating insights from data to ,109292.72,0
Sales Analyst,Australian Vintage LTD,Sydney Central Business District NSW,Preparation reporting of IRI Aztec scan data for category shopper insight reviews We have an exciting opportunity for a motivated and data driven Sales ,109292.72,0
WELLA - A&NZ Demand Planning Analyst,coty,Sydney NSW,Capability to understand analyze and turn an abundance of data into actionable planning information WELLA ANZ Demand Planning Analyst ,109292.72,0
CRM Analyst,Kmart,Melbourne VIC,At least 3 years experience in implementing data flow between marketing systems and data management within the CRM system Work type Permanent Full Time ,109292.72,0
Data Scientist,Macquarie Group Limited,Sydney NSW,Sourcing and identifying relevant data sources cleaning and preparing data Defining and providing requirements to data engineers in order to automate data ,109292.72,0
Procurement Analyst (6-month Fixed Term),Maersk,Sydney NSW,The Procurement department in Maersk Asia Pacific Liner Operations is offering a unique opportunity to gain and develop best practice industry knowledge within ,109292.72,0
Data Scientist,THE ICONIC,Sydney NSW,We look for Data Scientists and Data Analysts who can solve complex data problems and are experts in data analysis What does success look like ,109292.72,0
Business Analyst - Corporate and Institutional Banking,Westpac Institutional Banking,Sydney NSW,You will have experience in system functional analysis business process improvement and data analysis A great next step in your Business Analyst career ,109292.72,0
Data Analyst,Allura Partners,Sydney NSW,Apply data architecture principles to redefine how data is stored The business is moving into the cloud and is looking for strong data analysts to help ,109292.72,0
Data Analyst,Grant Thornton Australia,Sydney NSW,Prior work experience in executing data transformation and standardization and joining various data sources to gain critical insights ,109292.72,0
Data Analyst,Greythorn,Sydney NSW,Extensive hands on data analysis experience including a thorough appreciation of how data flows through systems relationships between data and data ,109292.72,0
"Business Analyst (Sydney, Canberra, Adelaide, Brisbane)",Tata Consultancy Services (TCS),Sydney NSW,Ability to query complex data warehouses and aggregate data for strategic reporting experience with Teradata SQL is highly desirable ,120000.0,1
AMP - Technology Graduate Program 2021,AMP Limited,Sydney NSW,Realise your ambitions with the AMP 2021 Graduate Technology program Voted 1 Financial Services graduate program AAGE Top Graduate Employers 2020 ,109292.72,0
"Global Investment Research,Equity Research,Consumer Sector, Analyst, Sydney",Goldman Sachs,Sydney NSW,Conducting statistical analysis of economic data fundamentals and relevant correlations of the data Providing support to single stock research analysts ,109292.72,0
Data Scientist- Digital,FinXL,Sydney NSW,This is a great role for a Data Scientist to join a large Sydney CBD based telecommunications organisation You will have the following skills experience ,109292.72,0
Fraud Intelligence Analyst,Insurance Australia Group,Sydney NSW,Integrate evidence information evaluate priorities and alternatives and assess similarities and differences in data to develop findings and conclusions ,109292.72,0
Accounting Data Analyst,Epoch Capital,Sydney NSW,The data analyst will focus on seeking out opportunities in the team s workflow to automate and iron out inefficiencies What the role is all about ,109292.72,0
Lead Data Modeller,Westpac Group,Sydney NSW,The role will also need to support the overall Westpac data management agenda of data lineage transparency and data quality enhancement What s in it for me ,109292.72,0
Data Scientist - Product Analytics,Atlassian,Sydney NSW,Envision scope and execute projects by collaborating with partners customer research data engineers and other analysts In this role you ll get to ,109292.72,0
Systems Analyst,Chief Group Services,Australia,An applicant with digital data visualisation expertise and experience working with Oracle Bi is preferable Our services include security and cleaning car park ,100000.0,0
Data Analyst,Lendlease,Australia,Experience as a data analyst or related field BI Business Analysis Assist in the normalisation and development of data assets including developing cleansing ,109292.72,0
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,A role as an Entry Level Intelligence Analyst known in the Navy as Cryptologic Linguist is exciting challenging and immensely rewarding ,89999.0,0
Market Research Analyst,"Keypath Education, LLC",Australia,Identifying analysing interpreting and deriving program relevant insights from secondary data sources Keypath Education is an education services company ,109292.72,0
Senior Healthcare Data Analyst,icare NSW,Sydney Central Business District NSW,Acquisition and statistical modelling of data in SAS to allow for analysis and data mining Development of complex predictive data models using SAS ,109292.72,0
Risk Culture Analyst,Macquarie Group Limited,Sydney NSW,High attention to detail and data literacy skills working with both quantitative and qualitative data As a Risk Culture Analyst your role is pivotal to ,109292.72,0
Workforce Analyst,Fire and Rescue NSW,Sydney NSW,The role of Workforce Analyst is required to undertake research and data analysis of corporate HR information and prepare reports interpreting corporate data ,109292.72,0
Product Analyst,Vodafone,North Sydney NSW,Further experience with web page scraping web crawling to develop and maintain data sets from external sources API or other experience in data collection ,109292.72,0
Data and Reporting Analyst,WooliesX,Darlinghurst NSW,Assist with data modelling analysis with a variety of data types This role requires exceptional data skills and someone who can transform data for ,109292.72,0
Data Scientist,Fortescue Metals Group,Perth WA,Interpreting data analysing data using statistical techniques Acquiring data from primary or secondary data sources and maintaining databases ,109292.72,0
Senior Data Analyst,Optus,Sydney NSW,Strong understanding of data warehouse structure and data extraction underpinned by excellent communication and presentation skills ,109292.72,0
Analyst- Planning Team,Strategy & Reform,Sydney NSW,To be considered for this role it is essential that you hold tertiary qualifications in planning statistics economics data science or related discipline and ,109292.72,0
"Data Analytic Officer, Pathology",Department of Health and Human Services,Melbourne City Centre VIC,To manage and analyse data generated across laboratory testing capacity based on supply and other contributing factors ,109292.72,0
Senior Data Analyst - Multiple Roles,Simplistix,Sydney NSW,Ability to implement data strategies build data flows and develop conceptual data models across complex integration Let s talk about your responsibilities ,109292.72,0
Senior Data Analyst - Product,Wisr,Sydney NSW,Experience performing analysis on raw event data in modern data warehouse systems Good understanding of how to grow and shape data tools and datasets to ,109292.72,0
Road Network Analyst,Roads & Maritime Services,Sydney NSW,The Advanced Analytics and Insights AA I team leads strategic data analytics and insights across the Transport cluster designing and implementing robust ,123199.0,1
Sales & Marketing Operations Reporting Analyst,ELMO Talent Management Software,Sydney NSW,Key to this role is an awareness of data privacy and security as you will be dealing with sensitive employee data in accordance with ELMO s ISO27001 2013 ,109292.72,0
Inventory Analyst,Mineral Resources,Australia,Development of analytics systems and data management capabilities including metrics and reports As an ASX 200 and perennial high performing company Mineral ,109292.72,0
Business Analyst,MinterEllison,Sydney NSW,Provide analytic support by coordinating data extraction from various databases and data interpretation 3 years experience in a related business analyst role ,109292.72,0
Business Analyst,Robert Half,Australia,Impressive experience working on projects with complex integration and multiple systems data Your business know how means you are easily able to perform due ,109292.72,0
Data & Operations Graduate,Crimson Education,Remote,The Strategy Operations Analyst holds a key role within our Strategy Consulting team they will enable stronger student outcomes by providing data backed ,109292.72,0
SAP Master Data Analyst - 6 Months Fixed Term,UGL Limited,North Shore NSW,Master data and SAP logistics preferable 5 years experience Ensure the application of UGL s control framework to all creation and maintenance requests ,109292.72,0
Digital Marketing Analyst,Louder,Darlinghurst NSW,Experience of data security best practice and working with sensitive data Follow data security best practice to protect our client s data and to minimise ,110000.0,0
"Analyst, Market Delivery",MasterCard,St Leonards NSW,Analyzes data from product delivery projects and reports on performance relative to success metrics Establishes working relationships with internal delivery ,109292.72,0
Actuarial Analyst,QBE,Sydney NSW,Ability to analyse reconcile and extract data from several sources Providing actuarial support to a business unit in order to manage a profitable business ,109292.72,0
"Analyst, Complaints Risks & Incidents",AMP Limited,St Leonards NSW,Support the team to manage the review of complaints data to identify record and refer Incidents and Potential Systemic Issues as they relate to complaints ,109292.72,0
Data Engineer (NLP),Faethm,Sydney NSW,Keeping up to date with new data science and data engineering technologies A broad understanding of the numerous technologies and methods used by data ,109292.72,0
"Systems Analyst (Sydney, Melbourne, Brisbane, Canberra)",Tata Consultancy Services (TCS),Sydney NSW,Designs and validates data models that provide logical data interpretation Networks with various stakeholders internal and external conducts interview s and ,110000.0,0
Suncorps 2021 Technology Graduate Program,Suncorp Group,Australia,Banking Wealth Technology Software Engineers Brisbane Systems engineer Brisbane Developer Brisbane Business analyst Brisbane ,109292.72,0
Senior Data and Reporting Analyst,News Corp Australia,Sydney NSW,Provide data analytical thought leadership Interpret and communicate results from data analysis as recommendations to internal customers of varying levels of ,109292.72,0
Revenue Strategy Insights Analyst,PepsiCo - ANZ,Australia,Experience using data analytics to drive results based solutions Create models and automate data collection to inform plans and update strategy ,109292.72,0
Head of Data Product,News Corp Australia,Australia,Developed for both internal and external customers News Connect is pivotal in driving the evolution of News Corp s data monetisation capabilities and ,109292.72,0
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,A role as an Entry Level Intelligence Analyst known in the Navy as Cryptologic Linguist is exciting challenging and immensely rewarding ,89999.0,0
Business Analyst (ICT),Redwolf + Rosch,Australia,Experience working with complex IT systems including a sound understanding of system interoperability database structures and data flows between systems ,109292.72,0
Research and Data Analyst,Chandler Macleod,Australia,Qualifications experience and skills in a data analytic role is essential including a demonstrated ability to interrogate information management systems ,109292.72,0
Data Scientist / Statistician,The University of Queensland,Queensland,Skills and experience required for the role include statistical programming and analytical skills data acquisition management cleaning and data processing ,115888.0,1
Data Quality Analyst,Macquarie Group Limited,Sydney NSW,Support the group data teams to implement effective data quality issue management Support the group data teams to implement data quality measurement and ,109292.72,0
Lead Data Management Analyst,Commonwealth Bank,Sydney Central Business District NSW,Engage with stakeholders to understand their business and use of data then apply data management framework to identify critical data elements CDEs and ,109292.72,0
Treasury Analyst,Eclipx Group,St Leonards NSW,Experience in data extraction and reporting Assisting the Treasurer in completing analysis and data production reports for senior management and The Board ,109292.72,0
Data Scientist,Sherpa,Australia,Research and develop statistical learning models for data analysis Strong data analysis skills Presentation skills making the complex simple ,109292.72,0
Performance and Reward Analyst,icare NSW,Sydney Central Business District NSW,Provide analytical support data management and reporting for the annual remuneration review process and other cyclical processes e g performance management ,109292.72,0
Data Analyst,CUA,Brisbane QLD,As a Data Analyst you will leverage all CUA data sources to provide analytics reporting insights and data extracts We deliver outcomes and impact ,109292.72,0
Risk and Compliance Analyst,Allianz,Sydney NSW,Strong data analytical skills to convert risk and incident data into meaningful management information Reporting to a Senior Risk Compliance Manager you ,109292.72,0
Data Management Senior Analyst,Macquarie Group Limited,Sydney NSW,You ll focus on metadata management data quality management master and reference data management data architecture and data ownership ,109292.72,0
Senior Data Analyst | BIG W,Big W,Glossodia NSW,Previous experience as a data analyst or scientist with broad experience of modern data and analytics tools and programming languages We are very data driven ,109292.72,0
Security Intelligence Analyst,Sydney Trains,Sydney NSW,We are looking for an Intelligence Analyst with high level strategic and data analytical skills One of the main responsibilities will be to analyse and report ,123022.0,1
Data Integrity Analyst,Followmont Transport Pty Ltd,Brisbane QLD,Proven ability to analyse and accurately interpret data to form a meaningful understanding As a Data Integrity Analyst you will be focusing on accurately ,109292.72,0
Privacy Analyst,AMP Limited,Sydney NSW,Contributing to the development privacy and data protection training materials and other communications Contributing and improve the monitoring activities ,109292.72,0
EOI - Reporting Analyst - Energy Products,Tesla,Cremorne VIC,Apply rigorous design of experience principle to ensure absolute data accuracy Be subject matter export of all analytics tools and be responsible for data ,109292.72,0
Digital Data Analyst,Kimberly-Clark,Milsons Point NSW,Strong technical skills across data database marketing CRM data extraction analytics and or data visualisation Global VISA and Relocation Specifications ,109292.72,0
Business Analyst,MinterEllison,Sydney NSW,Provide analytic support by coordinating data extraction from various databases and data interpretation 3 years experience in a related business analyst role ,109292.72,0
Data Scientist / Statistician,The University of Queensland,Queensland,Skills and experience required for the role include statistical programming and analytical skills data acquisition management cleaning and data processing ,115888.0,1
Data Quality Analyst,Macquarie Group Limited,Sydney NSW,Support the group data teams to implement effective data quality issue management Support the group data teams to implement data quality measurement and ,109292.72,0
Lead Data Management Analyst,Commonwealth Bank,Sydney Central Business District NSW,Engage with stakeholders to understand their business and use of data then apply data management framework to identify critical data elements CDEs and ,109292.72,0
Treasury Analyst,Eclipx Group,St Leonards NSW,Experience in data extraction and reporting Assisting the Treasurer in completing analysis and data production reports for senior management and The Board ,109292.72,0
Data Scientist,Sherpa,Australia,Research and develop statistical learning models for data analysis Strong data analysis skills Presentation skills making the complex simple ,109292.72,0
Performance and Reward Analyst,icare NSW,Sydney Central Business District NSW,Provide analytical support data management and reporting for the annual remuneration review process and other cyclical processes e g performance management ,109292.72,0
Data Analyst,CUA,Brisbane QLD,As a Data Analyst you will leverage all CUA data sources to provide analytics reporting insights and data extracts We deliver outcomes and impact ,109292.72,0
Risk and Compliance Analyst,Allianz,Sydney NSW,Strong data analytical skills to convert risk and incident data into meaningful management information Reporting to a Senior Risk Compliance Manager you ,109292.72,0
Data Management Senior Analyst,Macquarie Group Limited,Sydney NSW,You ll focus on metadata management data quality management master and reference data management data architecture and data ownership ,109292.72,0
Senior Data Analyst | BIG W,Big W,Glossodia NSW,Previous experience as a data analyst or scientist with broad experience of modern data and analytics tools and programming languages We are very data driven ,109292.72,0
Security Intelligence Analyst,Sydney Trains,Sydney NSW,We are looking for an Intelligence Analyst with high level strategic and data analytical skills One of the main responsibilities will be to analyse and report ,123022.0,1
Data Integrity Analyst,Followmont Transport Pty Ltd,Brisbane QLD,Proven ability to analyse and accurately interpret data to form a meaningful understanding As a Data Integrity Analyst you will be focusing on accurately ,109292.72,0
Privacy Analyst,AMP Limited,Sydney NSW,Contributing to the development privacy and data protection training materials and other communications Contributing and improve the monitoring activities ,109292.72,0
EOI - Reporting Analyst - Energy Products,Tesla,Cremorne VIC,Apply rigorous design of experience principle to ensure absolute data accuracy Be subject matter export of all analytics tools and be responsible for data ,109292.72,0
Senior Analyst,Commonwealth Bank,Sydney Central Business District NSW,Experience working with large and complex data structures Demonstrated experience using the following data analytics tools and platforms SAS SQL and ,109292.72,0
Analyst - Strategic Asset Management,Warrnambool City Council,Warrnambool VIC,Warrnambool City Council has an infrastructure asset portfolio in excess of 770M which provide a range of services to the community and Council ,86441.0,0
Senior Data Linkage Analyst,SA Health,Adelaide SA,The role manages the data and is responsible for maintaining and improving the specialist SA NT DataLink systems used for linking the data and extracting high ,109292.72,0
Data Business Analyst- Data Platform,FinXL,Sydney NSW,Experience in data mapping data definition business process mapping functional non functional requirements gathering Data Business Analyst Data Platform ,109292.72,0
Data Business Analyst| Data and Analytics,EY,Canberra ACT,Exposure to data data environments databases large data sets Experienced in delivering modern data platform solutions data governance architecture ,109292.72,0
Data Scientist,Winc,Mascot NSW,Information retrieval and data wrangling Experience in visualising presenting data for stakeholders As our Data Scientist you apply data mining techniques ,109292.72,0
Senior Analyst,Deloitte,Sydney NSW,Experience extracting and analysing data from complex data sets and systems Assist in identifying and collecting data from financial systems and other related ,109292.72,0
Risk Analyst,Broad Construction,Sydney NSW,From internal and external data sources ingest store prepare train model and visualise pertinent Pre Contracts and Project Delivery data in order to ,109292.72,0
Payments Analyst - BA,Infosys Limited,Melbourne VIC,Role model strong quality standards in Jira input and coach peers to uplift overall program data quality Infosys is a global leader in next generation digital ,109292.72,0
Change Analyst,Allianz,Sydney NSW,This includes contributing to the overall program change strategy gathering data to assist with sizing and scoping the change effort for program initiatives ,109292.72,0
Principal Data and Insights Analyst,Department of Health and Human Services,Melbourne City Centre VIC,Highly skilled in data analysis and visualisation with advanced skills and experience in using PowerBI Number of vacancies available 1 Position Summary ,109292.72,0
Snr Business Analyst| Data| Mapping| Agile| Trading| Migration| Integration,Silk Recruitment,Sydney NSW,Strong experience using data analysis tools such as SQL Extensive experience in data analysis modelling and mapping between systems ,109292.72,0
Data & Analytics Business Partner,Broadspectrum,Melbourne VIC,Work closely with the Telecommunications and Infrastructure Services Sectors leadership teams business lines and projects to gather data and analytics ,109292.72,0
Reporting and Insights Analyst - Report Development,AMP Limited,Sydney NSW,In depth analysis of data flows Responsible for enhancing data completeness accuracy and integrity You will play a key role in providing AMP Life with ,109292.72,0
Junior Service Management Support Analyst,Reserve Bank of Australia,Sydney NSW,Good knowledge of Excel and data organisation Impactful work that helps make a difference to the Australian people Do work that makes a difference ,109292.72,0
Privacy Analyst,AMP Limited,Sydney NSW,Contributing to the development privacy and data protection training materials and other communications Contributing and improve the monitoring activities ,109292.72,0
EOI - Reporting Analyst - Energy Products,Tesla,Cremorne VIC,Apply rigorous design of experience principle to ensure absolute data accuracy Be subject matter export of all analytics tools and be responsible for data ,109292.72,0
Digital Data Analyst,Kimberly-Clark,Milsons Point NSW,Strong technical skills across data database marketing CRM data extraction analytics and or data visualisation Global VISA and Relocation Specifications ,109292.72,0
Senior Analyst,Commonwealth Bank,Sydney Central Business District NSW,Experience working with large and complex data structures Demonstrated experience using the following data analytics tools and platforms SAS SQL and ,109292.72,0
Analyst - Strategic Asset Management,Warrnambool City Council,Warrnambool VIC,Warrnambool City Council has an infrastructure asset portfolio in excess of 770M which provide a range of services to the community and Council ,86441.0,0
Senior Data Linkage Analyst,SA Health,Adelaide SA,The role manages the data and is responsible for maintaining and improving the specialist SA NT DataLink systems used for linking the data and extracting high ,109292.72,0
Data Business Analyst- Data Platform,FinXL,Sydney NSW,Experience in data mapping data definition business process mapping functional non functional requirements gathering Data Business Analyst Data Platform ,109292.72,0
Data Business Analyst| Data and Analytics,EY,Canberra ACT,Exposure to data data environments databases large data sets Experienced in delivering modern data platform solutions data governance architecture ,109292.72,0
Data Scientist,Winc,Mascot NSW,Information retrieval and data wrangling Experience in visualising presenting data for stakeholders As our Data Scientist you apply data mining techniques ,109292.72,0
Senior Analyst,Deloitte,Sydney NSW,Experience extracting and analysing data from complex data sets and systems Assist in identifying and collecting data from financial systems and other related ,109292.72,0
Risk Analyst,Broad Construction,Sydney NSW,From internal and external data sources ingest store prepare train model and visualise pertinent Pre Contracts and Project Delivery data in order to ,109292.72,0
Payments Analyst - BA,Infosys Limited,Melbourne VIC,Role model strong quality standards in Jira input and coach peers to uplift overall program data quality Infosys is a global leader in next generation digital ,109292.72,0
Change Analyst,Allianz,Sydney NSW,This includes contributing to the overall program change strategy gathering data to assist with sizing and scoping the change effort for program initiatives ,109292.72,0
Principal Data and Insights Analyst,Department of Health and Human Services,Melbourne City Centre VIC,Highly skilled in data analysis and visualisation with advanced skills and experience in using PowerBI Number of vacancies available 1 Position Summary ,109292.72,0
Snr Business Analyst| Data| Mapping| Agile| Trading| Migration| Integration,Silk Recruitment,Sydney NSW,Strong experience using data analysis tools such as SQL Extensive experience in data analysis modelling and mapping between systems ,109292.72,0
Technical Application Analyst,Pinpoint Talent,Sydney NSW,Design and develop integrated data solutions Top Tier government Health organisation leading technical applications Design develop deploy and support ,160000.0,1
ICTBusiness Analyst,Forest Grove Technology,Perth WA,Experience with data integration data warehousing and visualisation technologies is crucial We assist our clients to gain greater insights into data sourced ,95000.0,0
Alteryx Data Analyst,FinXL,Sydney NSW,Experience Automating manual data processes This is a fantastic opportunity for an Alteryx Data Analyst to work for a large telecommunications organisation in ,109292.72,0
Solution Design Analyst,Westpac Group,Sydney NSW,Extensive knowledge of data analytics approaches and methodologies as well as technical challenges associated with data analytics What s in it for me ,109292.72,0
Data Analyst Patient Information,Latrobe Regional Hospital,Gippsland VIC,ESSENTIAL Advanced Excel skills with experience in data extraction manipulation and analysis of large data sets for reporting purposes ,109292.72,0
Analyst,Commonwealth Bank,Sydney Central Business District NSW,Critical thinking ability to develop hypotheses and test their implications in the data Data driven with natural curiosity to uncover fresh insights from ,109292.72,0
Master Data Operations Solutions Analyst,Stryker,St Leonards NSW,Ensure necessary data is loaded for business requirements Strong analytical aptitude with proven ability to analyse interpret data ,109292.72,0
MARKET RESEARCH ANALYST,Torrens University Australia,Australia,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,109292.72,0
Risk Analyst,CPB Contractors,Sydney NSW,From internal and external data sources ingest store prepare train model and visualise pertinent Pre Contracts and Project Delivery data in order to ,109292.72,0
Actuarial Analyst,TAL,Sydney NSW,Practical experience in data modelling data mining and data manipulation For example you may have an actuarial background with data analytics skills or a ,109292.72,0
Senior Business Analyst - Data & Analytics,Victorian Managed Insurance Authority,Melbourne VIC,Your knowledge in contemporary cloud native software applications including data analytics platforms You are a key member of the project team implementing the ,109292.72,0
Machine Learning Data Scientist,Susquehanna International Group,Sydney NSW,We work at all levels of the problem domain from market data handlers through trade monitoring Work with python systems to extract the data you will require ,109292.72,0
Category Analyst,CHEP,North Ryde NSW,Analyse data to monitor performance and plan improvements Brambles companies including CHEP help move more goods to more people in more places than any ,109292.72,0
Data Engineer,AbbVie,Sydney NSW,In this role you will be working primarily with data scientists and analysts across functional disciplines Strong understanding of distributed data processing ,109292.72,0
GIS Analyst,CGC Recruitment,Australia,Demonstrated GIS skills and experience in management of spatial data Must have prior experience using ArcGIS and ability to manage spatial data ,109292.72,0
Intelligence Analyst,Sibylline Americas Inc.,Australia,Production of insightful and actionable intelligence products Strong demonstrable interest in security and intelligence Excellent written and spoken English ,121207.5,1
Business Development Representative,Pulse Talent,Australia,As a Business Development Manager you will be working on business to business and drive the business profitability What does Pulse Talent do ,90000.0,0
Microsoft BI Developer/Analyst,Robert Half,Australia,Experience working in large financial businesses is very advantageous Pioneers in their industry this business have seen record revenue generating month even ,121207.5,1
"Manager, Analytics and Data Automation – Macquarie Capital",Macquarie Group,Australia,Analytics assets will vary from descriptive business intelligence to prescriptive quantitative models typically delivered in the form of interactive dashboards ,121207.5,1
Business Intelligence Developer,eHealth NSW,Sydney NSW,EHealth NSW is responsible for the delivery of digital solutions for clinical care and business services supported by smart infrastructure providing a ,118022.0,1
Expressions of Interest- Forensic Advisory,KPMG,Sydney NSW,We help clients protect their business by providing assistance where facts and figures do not agree where behaviour does not comply with expectations or where ,121207.5,1
Senior Business Intelligence Developer,eHealth NSW,Sydney NSW,EHealth NSW is responsible for the delivery of digital solutions for clinical care and business services supported by smart infrastructure providing a ,130233.0,1
"Expressions of Interest- Strategy, Growth & Digital",KPMG,Sydney NSW,Data Analyst Analysing and business consulting with data using relational databases SQL data workbench visualisation tools for project delivery ,121207.5,1
Business Intelligence (BI) & Data Warehouse Developer,Harris Farm,Australia,This role is all about building a powerful BI capability that supports the evolution of business objectives underpins exec level decision making such that ,121207.5,1
"Analyst, Retail Investments",Colliers International,Sydney NSW,Actively pursue new appointments to act for organisations especially focusing on fostering existing and new relationships with businesses likely to result in ,121207.5,1
SENIOR BUSINESS INTELLIGENCE/DATA ANALYST,City of Sydney,Sydney Central Business District NSW,Improving the City s business intelligence and data integration capabilities throughout the City s business intelligence program ,121207.5,1
Sydney Vacationer Program 2020-2021 (July campaign),EY,Sydney NSW,Here at EY you ll focus your intelligence and imagination on the most crucial complex issues facing business government and society today ,121207.5,1
"Specialist, Competitive Intelligence",Insurance Australia Group,Sydney NSW,Effectively translate data into easily understandable information in professional and meaningful business presentations 12 Month Max Term Opportunity ,121207.5,1
"Business Analyst (Sydney, Canberra, Adelaide, Brisbane)",Tata Consultancy Services (TCS),Sydney NSW,Knowledge of business intelligence analytics software for reporting and analysis leveraging SAS Tableau SPSS SQL or R TCS is an equal opportunity employer ,120000.0,1
